Product ,Product Synonym,Combination,Route,Dose Form,Dose Qualification,Strength,Unit of Presentation,Immediate Packaging,Pack Size,Outer Packaging,Manufacturer,Brand,UC1,"UC2 
(Product)","UC3 
(Route)","UC4 
(form)","UC5 
(qualification)",UC6 (strength),"UC7 
(unit)",UC8 (immediate),"UC9 
(pack size)",UC10 (outer),UC11 (manufacturer),UC12 (brand),RxNav,WHO EML Product,WHO EML Item,NZULM,NZULM item,UNSPSC,,,,,,,,,,,,,
Fomepizole Base,,,Parenteral,Solution,,1mg per mL,1.5mL,,,,,,933f3f00,2aea0229,78ad1c00,57066f00,,e7e06100,41b754bf,,,,,,15226,4.2,4.2,45428631000116102,45428681000116103,51172313,,,,,,,,,,,,,
Fomepizole Sulfate,,,Parenteral,Solution,,5mg Fomepizole Base per mL,20mL,,,,,,933f3f00,c6f68394,01076f00,82c1a000,,c9d9e300,41bc64bf,,,,,,15226,4.2,4.2,45428631000116102,,51172313,,,,,,,,,,,,,
Fresh Frozen Plasma,FFP,,Parenteral,Liquid,,,300mL,,,,,,933f3f00,40dad4bf,d8e71800,53497b00,,,dd6e5200,,,,,,,11.1,,,,41132004,,,,,,,,,,,,,
Furosemide,Frusemide,,Oral,Solution,,4mg per mL,5mL,,,,,,933f3f00,a56a750a,49e96100,c0a6a000,,9d5d1a00,4228d4bf,,,,,,4603,"12.4, 16",16,10055701000116105,,51191549,,,,,,,,,,,,,
Furosemide,Frusemide,,Oral,Tablet,,10mg,,,,,,,933f3f00,a56a750a,49e96100,e42ae300,,41fe24bf,,,,,,,4603,"12.4, 16",16,10055701000116105,,51191549,,,,,,,,,,,,,
Furosemide,Frusemide,,Oral,Tablet,,20mg,,,,,,,933f3f00,a56a750a,49e96100,e42ae300,,421884bf,,,,,,,4603,"12.4, 16",16,10055701000116105,44125511000116105,51191549,,,,,,,,,,,,,
Furosemide,Frusemide,,Oral,Tablet,,40mg,,,,,,,933f3f00,a56a750a,49e96100,e42ae300,,422364bf,,,,,,,4603,"12.4, 16","12.4, 16",10055701000116105,10055721000116103,51191549,,,,,,,,,,,,,
Furosemide,Frusemide,,Parenteral,Solution,,10mg per mL,2mL,,,,,,933f3f00,a56a750a,6d047600,586f7500,,f6646400,41f934bf,,,,,,4603,"12.4, 16","12.4, 16",10055701000116105,10299561000116102,51191549,,,,,,,,,,,,,
Gemcitabine,,,Parenteral,Powder for reconstitution,,1g,,,,,,,933f3f00,7c2ae240,d26a1a00,2d487500,,432724bf,,,,,,,12574,8.2.1,8.2.1,10301051000116102,10301441000116106,51111617,,,,,,,,,,,,,
Gemcitabine,,,Parenteral,Powder for reconstitution,,200mg,,,,,,,933f3f00,7c2ae240,d26a1a00,2d487500,,434194bf,,,,,,,12574,8.2.1,8.2.1,10301051000116102,10301531000116103,51111617,,,,,,,,,,,,,
Gentamicin,,,Eye,Drop,,0.3%,5mL,,,,,,933f3f00,273a56e9,26d2fe00,609dc900,,4256d4bf,3522c100,,,,,,1596450,"6.2.1, 21.1",21.1,20067471000116107,10301661000116105,51281607,,,,,,,,,,,,,
Gentamicin,,,Parenteral,Solution,,10mg per mL,2mL,,,,,,933f3f00,273a56e9,02a29700,5f019700,,4db5fe00,4346e4bf,,,,,,1596450,"6.2.1, 21.1",6.2.1,20067471000116107,10302811000116103,51281607,,,,,,,,,,,,,
Gentamicin,,,Parenteral,Solution,,40mg per mL,2mL,,,,,,933f3f00,273a56e9,02a29700,5f019700,,37f4c900,4366a4bf,,,,,,1596450,"6.2.1, 21.1",6.2.1,20067471000116107,10200301000116100,51281607,,,,,,,,,,,,,
Glibenclamide,Glyburide,,Oral,Tablet,,5mg,,,,,,,933f3f00,a2070a26,fac28b00,df432200,,f9d8c620,,,,,,,4815,18.5.2,,10056001000116103,10056021000116105,51184004,,,,,,,,,,,,,
Gliclazide,,,Oral,Tablet,Immediate-release,80mg,,,,,,,933f3f00,4b65cd8c,94dd5d00,babaac00,8b0da600,42a4f4bf,,,,,,,4816,18.5.2,18.5.2,10056231000116100,10056251000116105,51184007,,,,,,,,,,,,,
Gliclazide,,,Oral,Tablet,Prolonged-release,30mg,,,,,,,933f3f00,4b65cd8c,94dd5d00,babaac00,7945b500,425c54bf,,,,,,,4816,18.5.2,18.5.2,10056231000116100,,51184007,,,,,,,,,,,,,
Gliclazide,,,Oral,Tablet,Prolonged-release,60mg,,,,,,,933f3f00,4b65cd8c,94dd5d00,babaac00,7945b500,4276c4bf,,,,,,,4816,18.5.2,18.5.2,10056231000116100,,51184007,,,,,,,,,,,,,
Glucagon,,,Parenteral,Powder for reconstitution,,1mg,,,,,,,933f3f00,aa44dfec,251ebf00,41fe8600,,425124bf,,,,,,,4832,18.6,,10305551000116106,10305571000116104,51183602,,,,,,,,,,,,,
Glucose,Dextrose,,Parenteral,Solution,,5%,1000mL,,,,,,933f3f00,e55e4b23,d3f13000,c88b3300,,42f5b4bf,c6246800,,,,,,4850,26.2,26.2,20064251000116109,"20021971000116102, 45347321000116104",41141812,,,,,,,,,,,,,
Glucose,Dextrose,,Parenteral,Solution,,5%,100mL,,,,,,933f3f00,e55e4b23,d3f13000,c88b3300,,42f5b4bf,e4d18b00,,,,,,4850,26.2,26.2,20064251000116109,24297021000116108,41141812,,,,,,,,,,,,,
Glucose,Dextrose,,Parenteral,Solution,,5%,250mL,,,,,,933f3f00,e55e4b23,d3f13000,c88b3300,,42f5b4bf,1d162200,,,,,,4850,26.2,26.2,20064251000116109,20024661000116100,41141812,,,,,,,,,,,,,
Glucose,Dextrose,,Parenteral,Solution,,5%,500mL,,,,,,933f3f00,e55e4b23,d3f13000,c88b3300,,42f5b4bf,e7645d00,,,,,,4850,26.2,26.2,20064251000116109,20024701000116109,41141812,,,,,,,,,,,,,
Glucose,Dextrose,,Parenteral,Solution,,5%,50mL,,,,,,933f3f00,e55e4b23,d3f13000,c88b3300,,42f5b4bf,e3ddbf00,,,,,,4850,26.2,26.2,20064251000116109,44622341000116107,41141812,,,,,,,,,,,,,
Glucose,Dextrose,,Parenteral,Solution,,10%,500mL,,,,,,933f3f00,e55e4b23,d3f13000,c88b3300,,42fb44bf,9f25ac00,,,,,,4850,26.2,26.2,20064251000116109,20020091000116109,41141812,,,,,,,,,,,,,
Glucose,Dextrose,,Parenteral,Solution,,50%,50mL,,,,,,933f3f00,e55e4b23,d3f13000,c88b3300,,432114bf,c1c18600,,,,,,4850,26.2,26.2,20064251000116109,24311601000116105,41141812,,,,,,,,,,,,,
Glucose/Sodium Chloride,,4fb07e48/9cdb6f5b,Parenteral,Solution,,4%/0.18%,250mL,,,,,,933f3f00,4fb07e48,ca892a00,552b4500,,42c504bf,574f2000,,,,,,108190,26.2,26.2,10637531000116107,,,,,,,,,,,,,,,
Glucose/Sodium Chloride,,4fb07e48/9cdb6f5b,Parenteral,Solution,,4%/0.18%,500mL,,,,,,933f3f00,4fb07e48,ca892a00,552b4500,,42c504bf,92569a00,,,,,,108190,26.2,26.2,10637531000116107,20020271000116104,,,,,,,,,,,,,,
Glucose/Sodium Chloride,,4fb07e48/9cdb6f5b,Parenteral,Solution,,4%/0.18%,1L,,,,,,933f3f00,4fb07e48,ca892a00,552b4500,,42c504bf,3f82f500,,,,,,108190,26.2,26.2,10637531000116107,10637561000116104,,,,,,,,,,,,,,
Glucose/Sodium Chloride,,4fb07e48/9cdb6f5b,Parenteral,Solution,,5%/0.9%,250mL,,,,,,933f3f00,4fb07e48,ca892a00,552b4500,,42aa94bf,58d7a700,,,,,,108190,26.2,26.2,10637531000116107,,,,,,,,,,,,,,,
Glucose/Sodium Chloride,,4fb07e48/9cdb6f5b,Parenteral,Solution,,5%/0.9%,500mL,,,,,,933f3f00,4fb07e48,ca892a00,552b4500,,42aa94bf,0c73ce00,,,,,,108190,26.2,26.2,10637531000116107,44981841000116100,,,,,,,,,,,,,,
Glucose/Sodium Chloride,,4fb07e48/9cdb6f5b,Parenteral,Solution,,5%/0.9%,1L,,,,,,933f3f00,4fb07e48,ca892a00,552b4500,,42aa94bf,f6fb5900,,,,,,108190,26.2,26.2,10637531000116107,"10638241000116104, 44986861000116108",,,,,,,,,,,,,,
Glutaraldehyde,"Formaldehyde, Glutaral",,,Solution,,2%,4L,,,,,,933f3f00,f25dc3ed,,831bcd00,,35bf5c00,42ca94bf,,,,,,1008413,15.2,15.2,10023501000116102,,"12352502, 51472002",,,,,,,,,,,,,
Glyceryl Trinitrate,Nitroglycerin,,Sublingual,Tablet,,500mcg,,,,,,,933f3f00,8696a277,7370f400,8e1be700,,42e4c4bf,,,,,,,4917,12.1,12.1,10046881000116104,,51411605,,,,,,,,,,,,,
Goggles,,,,,,,1,,,,,,77fcbb00,aed08e6a8,,,,,1cfdc5da,,,,,,,,,,,46181804,,,,,,,,,,,,,
Griseofulvin,,,Oral,Suspension,,125mg per mL,120mL,,,,,,933f3f00,71763dd0,cda70e00,341df800,,53f23100,436c74bf,,,,,,5021,6.3,6.3,,,51301904,,,,,,,,,,,,,
Griseofulvin,,,Oral,Tablet,,125mg,,,,,,,933f3f00,71763dd0,cda70e00,3524db00,,438fb4bf,,,,,,,5021,6.3,6.3,,,51301904,,,,,,,,,,,,,
Griseofulvin,,,Oral,Tablet,,250mg,,,,,,,933f3f00,71763dd0,cda70e00,3524db00,,439514bf,,,,,,,5021,6.3,6.3,,,51301904,,,,,,,,,,,,,
Haloperidol,,,Oral,Solution,,2mg per mL,100mL,,,,,,933f3f00,6c45e6c7,1bd96400,5d5c3200,,451294bf,1c7a8000,,,,,,5093,"2.3, 24.1","2.3, 24.1",10335011000116107,10648481000116105,51332501,,,,,,,,,,,,,
Haloperidol,,,Oral,Tablet,,0.5mg ,,,,,,,933f3f00,6c45e6c7,1bd96400,92d22d00,,450d84bf,,,,,,,5093,"2.3, 24.1","2.3, 24.1",10335011000116107,10648891000116105,51332501,,,,,,,,,,,,,
Haloperidol,,,Oral,Tablet,,2mg,,,,,,,933f3f00,6c45e6c7,1bd96400,92d22d00,,4517b4bf,,,,,,,5093,"2.3, 24.1","2.3, 24.1",10335011000116107,,51332501,,,,,,,,,,,,,
Haloperidol,,,Oral,Tablet,,5mg,,,,,,,933f3f00,6c45e6c7,1bd96400,92d22d00,,451c94bf,,,,,,,5093,"2.3, 24.1","2.3, 24.1",10335011000116107,10648611000116102,51332501,,,,,,,,,,,,,
Haloperidol,,,Parenteral,Solution,,5mg per mL,1mL,,,,,,933f3f00,6c45e6c7,e58c19749,89cc3000,,d2fa3300,450844bf,,,,,,5093,"2.3, 24.1","2.3, 24.1",10335011000116107,10648691000116109,51332501,,,,,,,,,,,,,
Halothane,,,Inhalation,Liquid,,100%,125mL,,,,,,933f3f00,452184bf,e2d0af00,7ca8b600,,73cad000,fbfca100,,,,,,5095,1.1.1,,,,51272503,,,,,,,,,,,,,
Halothane,,,Inhalation,Liquid,,100%,250mL,,,,,,933f3f00,452184bf,e2d0af00,7ca8b600,,d77e5300,076ce000,,,,,,5095,1.1.1,,,,51272503,,,,,,,,,,,,,
Hammock Net,,,,,,,1,,,,,,77fcbb00,8756414f1,,,,,470d043e,,,,,,,,,,,,,,,,,,,,,,,,
Heparin Sodium,,,Parenteral,Solution,,10000IU per mL,1mL,,,,,,933f3f00,10808942,581c3c00,273c2a00,,cb124500,44f924bf,,,,,,9877,10.2,,10078191000116106,,51132101,,,,,,,,,,,,,
Heparin Sodium,,,Parenteral,Solution,,1000IU per mL,1mL,,,,,,933f3f00,10808942,581c3c00,273c2a00,,6dbbf400,44f3b4bf,,,,,,9877,10.2,10.2,10078191000116106,10317301000116105,51132101,,,,,,,,,,,,,
Heparin Sodium,,,Parenteral,Solution,,20000IU per mL,1mL,,,,,,933f3f00,10808942,581c3c00,273c2a00,,8b3ae700,450254bf,,,,,,9877,10.2,10.2,10078191000116106,,51132101,,,,,,,,,,,,,
Homatropine,,,Eye,Drop,,1%,5mL,,,,,,933f3f00,0f63aaf9,873a0f00,6cec9600,,372084bf,6237df00,,,,,,27084,,,10356061000116100,,51151644,,,,,,,,,,,,,
Homatropine,,,Eye,Drop,,2%,5mL,,,,,,933f3f00,0f63aaf9,873a0f00,6cec9600,,370a44bf,d7332600,,,,,,27084,,,10356061000116100,,51151644,,,,,,,,,,,,,
Homatropine,,,Eye,Drop,,5%,5mL,,,,,,933f3f00,0f63aaf9,873a0f00,6cec9600,,371724bf,621d5100,,,,,,27084,,,10356061000116100,,51151644,,,,,,,,,,,,,
Hydralazine,,,Oral,Tablet,,25mg,,,,,,,933f3f00,baee0f47,8c2f8300,34dc3a00,,457bf4bf,,,,,,,5470,12.3,12.3,10034681000116105,10034791000116102,51433303,,,,,,,,,,,,,
Hydralazine,,,Oral,Tablet,,50mg,,,,,,,933f3f00,baee0f47,8c2f8300,34dc3a00,,458134bf,,,,,,,5470,12.3,12.3,10034681000116105,,51433303,,,,,,,,,,,,,
Hydralazine,,,Parenteral,Powder for reconstitution,,20mg,,,,,,,933f3f00,baee0f47,92b10100,0ccfc000,,4576d4bf,,,,,,,5470,12.3,12.3,10034681000116105,10064091000116108,51433303,,,,,,,,,,,,,
Hydrochlorothiazide,,,Oral,Suspension,,10mg per mL,,,,,,,933f3f00,29a240ab,f6721500,eedc8400,,454094bf,,,,,,,5487,"12.3, 12.4, 16","12.3, 12.4",10206871000116101,,51191515,,,,,,,,,,,,,
Hydrochlorothiazide,,,Oral,Tablet,,12.5mg,,,,,,,933f3f00,29a240ab,f6721500,fe193700,,452fe4bf,,,,,,,5487,"12.3, 12.4, 16",12.3,10206871000116101,,51191515,,,,,,,,,,,,,
Hydrochlorothiazide,,,Oral,Tablet,,25mg,,,,,,,933f3f00,29a240ab,f6721500,fe193700,,453b34bf,,,,,,,5487,"12.3, 12.4, 16","12.4, 16",10206871000116101,24303781000116109,51191515,,,,,,,,,,,,,
Hydrocortisone,,,Oral,Tablet,,10mg,,,,,,,933f3f00,afe02b45,ce268800,fd4b2b00,,442684bf,,,,,,,5487,"3, 8.2.4, 13.3, 17.3, 18.1",18.1,10056451000116109,,51422415,,,,,,,,,,,,,
Hydrocortisone,,,Oral,Tablet,,20mg,,,,,,,933f3f00,afe02b45,ce268800,fd4b2b00,,4440c4bf,,,,,,,5492,"3, 8.2.4, 13.3, 17.3, 18.1",18.1,10056451000116109,10343991000116104,51422415,,,,,,,,,,,,,
Hydrocortisone,,,Oral,Tablet,,5mg,,,,,,,933f3f00,afe02b45,ce268800,fd4b2b00,,440c34bf,,,,,,,5492,"3, 8.2.4, 13.3, 17.3, 18.1",18.1,10056451000116109,10343911000116106,51422415,,,,,,,,,,,,,
Hydrocortisone,,,Parenteral,Powder for reconstitution,,100mg,,,,,,,933f3f00,afe02b45,d6ef1e00,68c96900,,4477a4bf,,,,,,,5492,"3, 8.2.4, 13.3, 17.3, 18.1","3, 8.2.4",10056451000116109,10659761000116102,51422415,,,,,,,,,,,,,
Hydrocortisone,,,Rectal,Suppository,,25mg,,,,,,,933f3f00,afe02b45,2caafd00,b1d1cc00,,445cd4bf,,,,,,,5492,"3, 8.2.4, 13.3, 17.3, 18.1",17.3,10056451000116109,,51422415,,,,,,,,,,,,,
Hydrocortisone,,,Rectal,Suspension,,1.67 per mL,60mL,,,,,,933f3f00,afe02b45,2caafd00,00b1ec00,,124a0e00,43af34bf,,,,,,5492,"3, 8.2.4, 13.3, 17.3, 18.1",,10056451000116109,,51422415,,,,,,,,,,,,,
Hydrocortisone,,,Topical,Cream,,1%,30g,,,,,,933f3f00,afe02b45,04595f00,56cea600,,43c994bf,0e789900,,,,,,5492,"3, 8.2.4, 13.3, 17.3, 18.1",13.3,10056451000116109,10192831000116102,51422415,,,,,,,,,,,,,
Hydrocortisone,,,Topical,Cream,,1%,50g,,,,,,933f3f00,afe02b45,04595f00,56cea600,,43c994bf,d5d8f800,,,,,,5492,"3, 8.2.4, 13.3, 17.3, 18.1",13.3,10056451000116109,,51422415,,,,,,,,,,,,,
Hydrocortisone,,,Topical,Ointment,,1%,30g,,,,,,933f3f00,afe02b45,04595f00,b14ad100,,43e914bf,fbf3db00,,,,,,5492,"3, 8.2.4, 13.3, 17.3, 18.1",13.3,10056451000116109,,51422415,,,,,,,,,,,,,
Hydrocortisone,,,Topical,Ointment,,1%,50g,,,,,,933f3f00,afe02b45,04595f00,b14ad100,,43e914bf,04ef3200,,,,,,5492,"3, 8.2.4, 13.3, 17.3, 18.1",13.3,10056451000116109,,51422415,,,,,,,,,,,,,
Hydroxocobalamin Acetate,,,Parenteral,Solution,,1mg per mL,1mL,,,,,,933f3f00,d2e77b2e,1c425000,a8192d00,,1eb90f00,454584bf,,,,,,236302,10.1,10.1,10229031000116105,,,,,,,,,,,,,,,
Hydroxocobalamin Hydrochloride,,,Parenteral,Solution,,1mg per mL,1mL,,,,,,933f3f00,6d83432e,1c17d300,f4473c00,,626f9600,454a84bf,,,,,,1947247,10.1,10.1,10229031000116105,,,,,,,,,,,,,,,
Hydroxocobalamin Sulfate,,,Parenteral,Solution,,1mg per mL,1mL,,,,,,933f3f00,4152dffc,4a634a00,f3324c00,,7e280100,454fc4bf,,,,,,,10.1,10.1,10229031000116105,,,,,,,,,,,,,,,
Hydroxycarbamide,Hydroxyurea,,Oral,Capsule,,200mg,,,,,,,933f3f00,1d494663,661ce500,8f1c1400,,455a14bf,,,,,,,5552,8.2.1,"8.2.1, 10.3",10343251000116103,,51111606,,,,,,,,,,,,,
Hydroxycarbamide,Hydroxyurea,,Oral,Capsule,,250mg,,,,,,,933f3f00,1d494663,661ce500,8f1c1400,,455ee4bf,,,,,,,5552,8.2.1,8.2.1,10343251000116103,,51111606,,,,,,,,,,,,,
Hydroxycarbamide,Hydroxyurea,,Oral,Capsule,,300mg,,,,,,,933f3f00,1d494663,661ce500,8f1c1400,,4563c4bf,,,,,,,5552,8.2.1,8.2.1,10343251000116103,,51111606,,,,,,,,,,,,,
Hydroxycarbamide,Hydroxyurea,,Oral,Capsule,,400mg,,,,,,,933f3f00,1d494663,661ce500,8f1c1400,,456884bf,,,,,,,5552,8.2.1,8.2.1,10343251000116103,,51111606,,,,,,,,,,,,,
Hydroxycarbamide,Hydroxyurea,,Oral,Capsule,,500mg,,,,,,,933f3f00,1d494663,661ce500,8f1c1400,,456d44bf,,,,,,,5552,8.2.1,"8.2.1, 10.3",10343251000116103,10343271000116105,51111606,,,,,,,,,,,,,
Hydroxycarbamide,Hydroxyurea,,Oral,Tablet,,1g,,,,,,,933f3f00,1d494663,661ce500,4f9a8700,,4554c4bf,,,,,,,5552,8.2.1,"8.2.1, 10.3",10343251000116103,,51111606,,,,,,,,,,,,,
Hydroxychloroquine,,,Oral,Tablet,,200mg,,,,,,,933f3f00,1f846b82,4bab2e00,ced53900,,449764bf,,,,,,,5521,29.2,29.2,10562591000116109,10562611000116103,51101912,,,,,,,,,,,,,
Hyoscine butylbromide,Butylscopolamine Bromide ,,Parenteral,Solution,,20mg per mL,1mL,,,,,,933f3f00,04150eb0,4f431800,60357b00,,e66ac000,457204bf,,,,,,1851,2.3,2.3,10759781000116101,10140411000116102,,,,,,,,,,,,,,
Hyoscine hydrobromide,Butylscopolamine Bromide ,,Parenteral,Solution,,400mcg per mL,1mL,,,,,,933f3f00,9a4e8449,66aa5200,2b5e8300,,d34f3a00,45ac04bf,,,,,,1851,2.3,2.3,10759781000116101,10369381000116108,,,,,,,,,,,,,,
Hyoscine hydrobromide,Butylscopolamine Bromide ,,Parenteral,Solution,,600mcg per mL,1mL,,,,,,933f3f00,9a4e8449,66aa5200,2b5e8300,,a7191500,45b114bf,,,,,,1851,2.3,2.3,10759781000116101,,,,,,,,,,,,,,,
Hyoscine hydrobromide,Butylscopolamine Bromide ,,Transdermal,Patch,,1mg per 72hr,,,,,,,933f3f00,9a4e8449,d767cd00,68db5c00,,45a554bf,,,,,,,1851,2.3,2.3,10759781000116101,,,,,,,,,,,,,,,
Ibuprofen,,,Oral,Suspension,,40mg per mL,100mL,,,,,,933f3f00,294d8414,a8a4b600,6808a100,,45bad4bf,38e78400,,,,,,5640,"2.1, 7.1, 22.6",2.1,10013251000116106,44378551000116107,51384509,,,,,,,,,,,,,
Ibuprofen,,,Oral,Suspension,,40mg per mL,200mL,,,,,,933f3f00,294d8414,a8a4b600,6808a100,,45bad4bf,0bf83700,,,,,,5640,"2.1, 7.1, 22.6",2.1,10013251000116106,,51384509,,,,,,,,,,,,,
Ibuprofen,,,Oral,Suspension,,40mg per mL,40mL,,,,,,933f3f00,294d8414,a8a4b600,6808a100,,45bad4bf,e9521e00,,,,,,5640,"2.1, 7.1, 22.6",2.1,10013251000116106,,51384509,,,,,,,,,,,,,
Ibuprofen,,,Oral,Tablet,,200mg,,,,,,,933f3f00,294d8414,a8a4b600,f348e000,,45bfa4bf,,,,,,,5640,"2.1, 7.1, 22.6","2.1, 7.1",10013251000116106,10044651000116102,51384509,,,,,,,,,,,,,
Ibuprofen,,,Oral,Tablet,,400mg,,,,,,,933f3f00,294d8414,a8a4b600,f348e000,,45c474bf,,,,,,,5640,"2.1, 7.1, 22.6","2.1, 7.1",10013251000116106,10044571000116108,51384509,,,,,,,,,,,,,
Ibuprofen,,,Oral,Tablet,,600mg,,,,,,,933f3f00,294d8414,a8a4b600,f348e000,,45c9b4bf,,,,,,,5640,"2.1, 7.1, 22.6",2.1,10013251000116106,10044481000116109,51384509,,,,,,,,,,,,,
Ibuprofen,,,Parenteral,Solution,,5mg per mL,2mL,,,,,,933f3f00,294d8414,b97caf00,7da06900,,aba18800,45b5e4bf,,,,,,5640,"2.1, 7.1, 22.6",22.6,10013251000116106,24303851000116106,51384509,,,,,,,,,,,,,
Ifosfamide,,,Parenteral,Powder for reconstitution,,1g,,,,,,,933f3f00,c2c93ac2,a5442300,841e5a00,,45d3a4bf,,,,,,,5657,8.2.1,8.2.1,10321991000116100,10322011000116100,51112510,,,,,,,,,,,,,
Ifosfamide,,,Parenteral,Powder for reconstitution,,2g,,,,,,,933f3f00,c2c93ac2,a5442300,841e5a00,,45d884bf,,,,,,,5657,8.2.1,8.2.1,10321991000116100,10322101000116101,51112510,,,,,,,,,,,,,
Ifosfamide,,,Parenteral,Powder for reconstitution,,500mg,,,,,,,933f3f00,c2c93ac2,a5442300,841e5a00,,45dd64bf,,,,,,,5657,8.2.1,8.2.1,10321991000116100,43936771000116102,51112510,,,,,,,,,,,,,
Imatinib,,,Oral,Tablet,,100mg,,,,,,,933f3f00,2fd07a3f,392bb500,952fa400,,45fa84bf,,,,,,,282388,8.2.2,8.2.2,10304941000116103,10305051000116100,51112005,,,,,,,,,,,,,
Imatinib,,,Oral,Tablet,,400mg,,,,,,,933f3f00,2fd07a3f,392bb500,952fa400,,45fdb4bf,,,,,,,282388,8.2.2,8.2.2,10304941000116103,10305131000116109,51112005,,,,,,,,,,,,,
Insulin Isophane,,,Parenteral,Suspension,,100IU per mL,10mL,,,,,,933f3f00,785f034a,e7850900,4873a800,,10da2b00,4600a4bf,,,,,,1605101,18.5.1,18.5.1,20012231000116106,10341781000116103,,,,,,,,,,,,,,
Insulin Isophane,,,Parenteral,Suspension,,40IU per mL,10mL,,,,,,933f3f00,785f034a,e7850900,4873a800,,037c4200,460704bf,,,,,,1605101,18.5.1,18.5.1,20012231000116106,,,,,,,,,,,,,,,
Insulin Soluble,Insulin Regular Human,,Parenteral,Solution,,100IU per mL,10mL,,,,,,933f3f00,8f5f5394,aae3cb00,e3df6200,,f4b1fd00,461074bf,,,,,,253182,18.5.1,18.5.1,,,51183614,,,,,,,,,,,,,
Insulin Soluble,Insulin Regular Human,,Parenteral,Solution,,40IU per mL,10mL,,,,,,933f3f00,8f5f5394,aae3cb00,e3df6200,,35bccc00,461394bf,,,,,,253182,18.5.1,18.5.1,,,51183614,,,,,,,,,,,,,
Insulin Zinc,,,Parenteral,Suspension,,100IU per mL,10mL,,,,,,933f3f00,3eee16d3,5e38ec00,03a3ff00,,e4985f00,4603d4bf,,,,,,,18.5.1,18.5.1,,,,,,,,,,,,,,,,
Insulin Zinc,,,Parenteral,Suspension,,40IU per mL,10mL,,,,,,933f3f00,3eee16d3,5e38ec00,03a3ff00,,7211a600,460a34bf,,,,,,,18.5.1,18.5.1,,,,,,,,,,,,,,,,
Intraperitoneal Dialysis Solution,,,Parenteral,Solution,,Glucose 0.55%/Calcium 1.25mmol per L/Magnesium 0.25mmol per L,1L,,,,,,933f3f00,463c34bf,4ee07900,0c215800,,906c3100,5b7cc000,,,,,,,23,23,,,42161507,,,,,,,,,,,,,
Intraperitoneal Dialysis Solution,,,Parenteral,Solution,,Glucose 0.55%/Calcium 1.25mmol per L/Magnesium 0.25mmol per L,1.5L,,,,,,933f3f00,463c34bf,4ee07900,0c215800,,906c3100,40f13a00,,,,,,,23,23,,,42161507,,,,,,,,,,,,,
Intraperitoneal Dialysis Solution,,,Parenteral,Solution,,Glucose 0.55%/Calcium 1.25mmol per L/Magnesium 0.25mmol per L,2L,,,,,,933f3f00,463c34bf,4ee07900,0c215800,,906c3100,e3998400,,,,,,,23,23,,,42161507,,,,,,,,,,,,,
Intraperitoneal Dialysis Solution,,,Parenteral,Solution,,Glucose 0.55%/Calcium 1.25mmol per L/Magnesium 0.25mmol per L,2.5L,,,,,,933f3f00,463c34bf,4ee07900,0c215800,,906c3100,53e23700,,,,,,,23,23,,,42161507,,,,,,,,,,,,,
Intraperitoneal Dialysis Solution,,,Parenteral,Solution,,Glucose 0.55%/Calcium 1.25mmol per L/Magnesium 0.25mmol per L,3L,,,,,,933f3f00,463c34bf,4ee07900,0c215800,,906c3100,14da6900,,,,,,,23,23,,,42161507,,,,,,,,,,,,,
Intraperitoneal Dialysis Solution,,,Parenteral,Solution,,Glucose 0.55%/Calcium 1.25mmol per L/Magnesium 0.25mmol per L,5L,,,,,,933f3f00,463c34bf,4ee07900,0c215800,,906c3100,4df38800,,,,,,,23,23,,,42161507,,,,,,,,,,,,,
Intraperitoneal Dialysis Solution,,,Parenteral,Solution,,Glucose 0.55%/Calcium 1.25mmol per L/Magnesium 0.25mmol per L,6L,,,,,,933f3f00,463c34bf,4ee07900,0c215800,,906c3100,f1e42b00,,,,,,,23,23,,,42161507,,,,,,,,,,,,,
Intraperitoneal Dialysis Solution,,,Parenteral,Solution,,Glucose 0.55%/Calcium 1.75mmol per L/Magnesium 0.25mmol per L,500mL,,,,,,933f3f00,463c34bf,4ee07900,0c215800,,3c5e3000,77bd2300,,,,,,,23,23,,,42161507,,,,,,,,,,,,,
Intraperitoneal Dialysis Solution,,,Parenteral,Solution,,Glucose 0.55%/Calcium 1.75mmol per L/Magnesium 0.25mmol per L,1L,,,,,,933f3f00,463c34bf,4ee07900,0c215800,,3c5e3000,30b35a00,,,,,,,23,23,,,42161507,,,,,,,,,,,,,
Intraperitoneal Dialysis Solution,,,Parenteral,Solution,,Glucose 0.55%/Calcium 1.75mmol per L/Magnesium 0.25mmol per L,1.5L,,,,,,933f3f00,463c34bf,4ee07900,0c215800,,3c5e3000,c76cb500,,,,,,,23,23,,,42161507,,,,,,,,,,,,,
Intraperitoneal Dialysis Solution,,,Parenteral,Solution,,Glucose 0.55%/Calcium 1.75mmol per L/Magnesium 0.25mmol per L,2L,,,,,,933f3f00,463c34bf,4ee07900,0c215800,,3c5e3000,2e6ca400,,,,,,,23,23,,,42161507,,,,,,,,,,,,,
Intraperitoneal Dialysis Solution,,,Parenteral,Solution,,Glucose 0.55%/Calcium 1.75mmol per L/Magnesium 0.25mmol per L,2.5L,,,,,,933f3f00,463c34bf,4ee07900,0c215800,,3c5e3000,27e8d700,,,,,,,23,23,,,42161507,,,,,,,,,,,,,
